Epoch,Train Loss,Validation Loss,Train Reconstruction Loss,Train KLD Loss,Validation Reconstruction Loss,Validation KLD Loss
1,0.15099689780712128,0.1280806458796175,0.1294806868338585,43.032419877319334,0.10577641341823359,44.60846301922783
2,0.12842746691703796,0.12516501591133233,0.10580991987466812,45.23509181152344,0.10174224040093133,46.84554959866947
3,0.12452312549114228,0.11993474451402505,0.1007464877653122,47.553273138427734,0.09600260515753835,47.864276715360894
4,0.12171250937700272,0.11812382862685969,0.09708288247585296,49.259251704101565,0.09306996748946346,50.10771982357525
5,0.11997019435882568,0.11720035141839767,0.09492560856580734,50.089169327392575,0.0921412971311103,50.11810594016371
6,0.1189388018321991,0.1163092987796369,0.09361716963768005,50.64326192016602,0.09045070305038184,51.71718906975402
7,0.11802904422760009,0.1169639679189688,0.0924845100402832,51.089065949707035,0.0919398746360986,50.04818396522595
8,0.11737969391822815,0.11528593399368536,0.09168074925661088,51.39788673583984,0.08988051342602354,50.810838815122366
9,0.1168498699092865,0.1154877854802738,0.09101834642887116,51.66304455078125,0.08965932684965408,51.656915037015
10,0.11645600567340851,0.11484362330204381,0.09051538352251053,51.881241964111325,0.08924052381096556,51.20619689161404
11,0.11608822699069977,0.11538196331300675,0.08999565513134003,52.18514131225586,0.08962092558130288,51.52207233806769
12,0.11577012079715729,0.11439986879261918,0.0895794438958168,52.38135142089844,0.08839496820212935,52.00979893352277
13,0.11546478956222535,0.11439202295039028,0.08919041881799698,52.54873895629883,0.08817463672865694,52.434769883323405
14,0.11520773924827575,0.11446411557757435,0.08884662120342254,52.72223361450195,0.08856409447737776,51.8000394924761
15,0.11499228010892867,0.11422853621716697,0.08854066291809082,52.903231719970705,0.08791937640966319,52.61831755226793
16,0.11480529840230942,0.11372443102895262,0.08830307305812836,53.00444813842773,0.08777226281527895,51.90433366915669
17,0.11460465139150619,0.1139066291217225,0.0880518554186821,53.10558958374023,0.08685708193542858,54.0990919899255
18,0.11447708096504211,0.11369440138054351,0.08787252555608749,53.20910834716797,0.08699727693971354,53.39424585458189
19,0.11428017983198166,0.11376179895176293,0.0876366760635376,53.287005034179685,0.08715767299119657,53.20824955218136
20,0.11423819274663925,0.1139025872412581,0.08754443029880524,53.38752242797852,0.08750584050298879,52.79349053477327
21,0.11405184621810913,0.11402014478707846,0.0873649284696579,53.37383316040039,0.08750664457059897,53.02699781911442
22,0.1139426853942871,0.1131078269058904,0.08720358992815018,53.478188343505856,0.08635244349511667,53.51076436880678
23,0.11379773293495178,0.11311739233259957,0.08703968737006187,53.51608862915039,0.08649160867681899,53.25156502525646
24,0.1136888472867012,0.1130913043269715,0.08688762342214584,53.602445186767575,0.08644025798994132,53.30209022741348
25,0.11359413539648056,0.1127167608791266,0.08679388696432114,53.60049431762695,0.08626145243454285,52.91061379429631
26,0.11279135907173157,0.11224982168632575,0.08591685478448868,53.749005997314455,0.08576865941762163,52.962322076669516
27,0.1126878237247467,0.11239769247869333,0.08576468349575997,53.846277977294925,0.08595789849948578,52.879585022362654
28,0.11261156847953796,0.1124247460129162,0.08567160470724106,53.87992492675781,0.08558781406940363,53.673861823523765
29,0.11252456214904785,0.11213975225965055,0.08555360170602798,53.94191840454101,0.08538705398575566,53.50539396974606
30,0.11247242331027985,0.11207877794584147,0.08550287278175354,53.93909849487304,0.08547569935123761,53.2061548446314
31,0.11243101985931396,0.11252527279309191,0.08545583669900894,53.950363854980466,0.0858757334966629,53.29907650688586
32,0.11237571837186813,0.11240863869079766,0.08539454401493073,53.96234589477539,0.08580245127597937,53.212372325860656
33,0.11232203606367111,0.11245562743169431,0.085323596804142,53.99687608886719,0.08556061228528952,53.79002744778277
34,0.11225508264303208,0.11193320781182937,0.08524453317403793,54.02109641967773,0.08530792922448045,53.25055469110751
35,0.11222954713344574,0.11219734931810976,0.08519571661472321,54.067658493652345,0.08550496168506032,53.384773035018966
36,0.11217261691331863,0.11215080739781498,0.08514520357966424,54.054824168701174,0.08544009171735745,53.421428851045356
37,0.11214447491884232,0.11204365071968529,0.0850887574005127,54.11143263427734,0.08527094492325768,53.54540942499813
38,0.11210171495676041,0.1118722226673041,0.0850552871799469,54.092852916259766,0.08511149554778212,53.521451627103666
39,0.11210903624534607,0.11194790476046432,0.08502387897610664,54.17031185058594,0.08500995391759629,53.875899610428
40,0.11203270412683487,0.11168072853511134,0.08495787860393524,54.149648360595705,0.08443323189553362,54.494990412800455
41,0.11202168870210648,0.11171525038374118,0.08492216449975967,54.199045780029294,0.08506861105323218,53.29327604641168
42,0.11197548438787461,0.11176565365669446,0.08488705560684204,54.17685518554688,0.0850946625438742,53.34197965140541
43,0.11195838214635849,0.11204752042746773,0.08484411900520325,54.22852374389648,0.0853789734145323,53.33709130576624
44,0.1119142369556427,0.11245979959020219,0.08478871169328689,54.25104792480469,0.08581230396660752,53.29498858954579
45,0.11187680906295776,0.1117346466730197,0.08472002600193024,54.31356359619141,0.08466675639533387,54.13577829915494
46,0.1118434583902359,0.11175479618505167,0.08470088763713837,54.28513888305664,0.08526409893466261,52.98139210173878
47,0.11185926675319671,0.11194514633177187,0.08470349604964256,54.31153896362305,0.08498100834056592,53.928273661068076
48,0.11177673400878907,0.11218833525816853,0.08463911286234856,54.27523965209961,0.08566005068560378,53.056566451685114
49,0.11175777562379836,0.11152597802420394,0.08460249469280243,54.310559252929686,0.0846946698646195,53.66261357316575
50,0.11172944473028183,0.11176045557942253,0.08456143721580506,54.33601247802734,0.08504502556194513,53.43085733236977
